"","x"
"1",6.83539317928985
"2",9.49895000693833
"3",10.8333411520988
"4",8.50784392090048
"5",13.1669800952003
"6",6.89155948383242
"7",10.4473473212493
"8",7.28298249040638
"9",8.03621645980076
"10",11.1903164035682
"11",12.9388052870031
"12",6.90687434946955
"13",4.71382922005755
"14",8.77744724019978
"15",7.84121048816592
"16",8.5568831975155
"17",10.5321948156844
"18",10.725503417604
"19",8.64837082897277
"20",9.07204802349178
"21",9.942607719564
"22",12.0913639357659
"23",7.47558055391412
"24",8.00031199014196
"25",7.49276210604649
"26",9.35178522433874
"27",7.32671414804408
"28",9.40867487510912
"29",11.2936359234146
"30",8.61806909144076
"31",8.97897827632524
"32",5.4189895013926
"33",8.74238546258809
"34",8.78319152457815
"35",10.9771126346502
"36",9.34320293914723
"37",8.41223141336043
"38",7.1448986004854
"39",6.87286009573154
"40",7.26856339745454
"41",7.58099598612482
"42",10.5372980118822
"43",9.38908118553515
"44",8.13440544139569
"45",9.17096361899733
"46",9.09953848097292
"47",11.1500964022404
"48",13.3704804953576
"49",11.7192491973454
"50",10.7666847836953
"51",8.93830073318647
"52",9.61136727937517
"53",10.0256801778156
"54",11.4367214241748
"55",10.7442155352056
"56",8.1277325100738
"57",10.5014025127486
"58",6.58147445830796
"59",9.45493823189924
"60",11.9393208759037
"61",10.1978247602236
"62",9.44638711254534
"63",10.8947782413728
"64",11.5005521922509
"65",9.52048886886065
"66",8.30008711270368
"67",6.14492431173486
"68",11.8401201501945
"69",8.55855908770778
"70",10.0294518653606
"71",6.53795895023216
"72",4.58649000072061
"73",8.8720054404226
"74",8.06652057742845
"75",7.46596561982433
"76",12.604342197765
"77",8.57348344388321
"78",9.53917740038825
"79",9.9553476925417
"80",9.99380997504684
"81",7.76964435003145
"82",11.883415488675
"83",6.51174464689732
"84",11.5336361554451
"85",10.204783075219
"86",10.8702220177497
"87",9.73764898893823
"88",12.4644674022918
"89",10.6210673123686
"90",9.49391991336928
"91",10.1869766145757
"92",10.7902792471312
"93",8.0951411776744
"94",6.17903189041355
"95",9.90649362051142
"96",10.8164671740875
"97",13.4035307999656
"98",9.89217914860472
"99",11.1622896135386
"100",10.0518866240617
"101",12.2276175235444
"102",9.44107270372376
"103",7.9305412526129
"104",11.0596973664194
"105",10.1329130438412
"106",12.3305605372151
"107",11.3764625761279
"108",7.26734385375106
"109",6.59732611767701
"110",9.18741658550891
"111",5.30192267240591
"112",9.19015652002464
"113",7.80819695154749
"114",13.8612494041017
"115",11.3363193946929
"116",8.74616324634645
"117",12.9949200157578
"118",7.76361612388824
"119",7.64040865610508
"120",8.52859705745594
"121",6.98056718773801
"122",10.0284269174119
"123",10.6413778589493
"124",8.61457819319778
"125",8.2066468188346
"126",10.2111649180802
"127",10.5737718415428
"128",11.044881575294
"129",10.9679364916178
"130",11.1681083794259
"131",7.06458065525017
"132",7.18101716751754
"133",12.3219471569821
"134",7.17413035737894
"135",5.03762480754391
"136",10.0504276909607
"137",10.6402721266339
"138",7.54909140046426
"139",6.58221909786245
"140",11.0239782939152
"141",5.82988631586501
"142",9.13591084090425
"143",12.5663419675674
"144",9.27545933846367
"145",10.9181066428129
"146",6.6034756886245
"147",9.94926515677962
"148",11.0490745529302
"149",8.77684779218228
"150",6.98840389032001
"151",8.82451923920422
"152",5.06603313325291
"153",8.1926987476075
"154",8.30334082982597
"155",8.0573496155224
"156",9.49444665193613
"157",9.71732760029446
"158",8.24209138957385
"159",10.3120245821703
"160",11.105880362033
"161",10.9894914295805
"162",9.28659166416113
"163",10.4378594303385
"164",10.5877630460476
"165",8.43356870565905
"166",10.4523523927079
"167",7.88871180595206
"168",7.8430903397958
"169",9.1122635265489
"170",7.13986333490771
"171",11.6092513816901
"172",10.8418898499307
"173",5.9818272666381
"174",7.91739866685588
"175",9.39652983230157
"176",11.2181092669297
"177",12.1961144242266
"178",9.18466437487861
"179",10.03692935382
"180",9.61056115844257
"181",6.59877848090559
"182",13.9626619091562
"183",10.1339753779332
"184",9.27374136708473
"185",11.3390729612495
"186",8.99169888867673
"187",11.9908174525675
"188",10.2161604885629
"189",8.63416404941182
"190",8.77781627339066
"191",10.3957961159194
"192",9.27509403336408
"193",8.13925460294863
"194",10.1054878665099
"195",7.83031035040258
"196",10.2303059568551
"197",11.3621325879237
"198",11.4110652649036
"199",5.75042761723297
"200",10.5880006449524
"201",7.9010645174541
"202",9.8279542072575
"203",6.10887042264567
"204",8.89895660930753
"205",3.001204707561
"206",6.44448052432848
"207",8.91778314512035
"208",9.13337110917747
"209",5.06011985225266
"210",9.1311467174808
"211",6.12177312497408
"212",9.17578209241664
"213",13.5478244849721
"214",8.18878087657276
"215",8.90975360334471
"216",8.70621512851652
"217",10.4827671445467
"218",8.28279217545306
"219",9.69379765739127
"220",11.0645011318168
"221",9.30908139393087
"222",10.6131410555806
"223",8.61906444908698
"224",8.77278964737592
"225",7.23526328519279
"226",8.63987279214857
"227",9.01126595631812
"228",10.3316520777767
"229",10.7204061207209
"230",10.6709532665275
"231",5.15508790240791
"232",8.99335789310034
"233",11.2302658774594
"234",6.16788073124392
"235",6.35445865372869
"236",7.68276388472462
"237",9.83263766215608
"238",10.2155614266413
"239",9.6701403021485
"240",12.1398249029381
"241",8.83431331044626
"242",15.1724637947993
"243",9.0483315976299
"244",9.19187835301053
"245",7.57592128745781
"246",8.26673064345525
"247",10.7942609664368
"248",8.80145541276883
"249",8.89103545838865
"250",11.2953682506321
"251",4.5099509604758
"252",9.28478172118639
"253",4.59656686828991
"254",9.27093625563607
"255",9.23024018280329
"256",6.14962108010327
"257",9.6219288101708
"258",6.5406839654245
"259",9.45474019296758
"260",8.82168875223814
"261",10.0334833548537
"262",11.5291200124677
"263",8.42755220038813
"264",10.8656896921561
"265",7.1250993965401
"266",9.39421263802611
"267",11.1990466001436
"268",4.00944905056362
"269",9.35865315601162
"270",5.17552565871563
"271",11.3841518218281
"272",9.74965491076574
"273",6.68330337846218
"274",11.2386916802348
"275",9.70326992314203
"276",11.1086469389126
"277",9.90326079235716
"278",7.20135904132357
"279",6.65346375284099
"280",10.4595273626913
"281",9.13906138597385
"282",11.2088864169465
"283",7.38985097347698
"284",10.6424978364756
"285",7.47152857766857
"286",9.43948014989635
"287",12.8659437663897
"288",8.84067749199864
"289",9.21634421754007
"290",10.5848135871115
"291",7.55520634833965
"292",12.7282391937305
"293",9.21560347025855
"294",10.7830660899955
"295",9.02151695087604
"296",7.94410012432196
"297",8.6101167171537
"298",9.71374098250852
"299",10.2782175124763
"300",8.70211470818635
"301",7.9189229573708
"302",9.73852570752324
"303",10.0833989791009
"304",9.02228759757588
"305",5.89979704271978
"306",7.15770278165258
"307",6.74426093206823
"308",6.55013220967192
"309",11.1097770721689
"310",9.56059330892284
"311",10.526637152066
"312",9.29445925769009
"313",10.1293750785675
"314",10.7814908936572
"315",8.1479617411487
"316",9.3623043565008
"317",12.5492669664382
"318",9.7464355296799
"319",9.40561654310393
"320",9.12400159495712
"321",11.6077802401502
"322",12.1634479115383
"323",10.646278682333
"324",7.20926874535878
"325",11.4926269436897
"326",5.31451330629668
"327",9.00456014472867
"328",7.15007110505898
"329",9.48814132733842
"330",7.32801879704784
"331",9.80191803310614
"332",8.7467072374509
"333",9.85902783831934
"334",11.6779020242292
"335",5.51889168937063
"336",7.8427347969742
"337",11.280247330784
"338",6.06437441738023
"339",6.51235107726104
"340",8.08476917262518
"341",11.0450402080221
"342",10.3016135846464
"343",8.55351272653878
"344",7.87899607702297
"345",7.78243151631194
"346",9.53987516497954
"347",12.194669110901
"348",9.39929437284636
"349",9.4934740170875
"350",8.09607455040004
"351",11.334732059505
"352",8.98982212622095
"353",11.0172847081234
"354",6.67116797270863
"355",8.96579231566215
"356",9.83628186762959
"357",12.0983233437556
"358",9.1828732229991
"359",9.77156880647828
"360",10.684388387941
"361",5.75427167631744
"362",10.9494880473503
"363",10.7369687975199
"364",8.9944278095504
"365",9.6117688167382
"366",6.11529598450227
"367",11.5698942071345
"368",10.6282281382397
"369",10.9450661548896
"370",7.8536639467814
"371",11.1990092923924
"372",6.78023812931034
"373",10.9973303873649
"374",7.80176059783436
"375",9.88066971534698
"376",13.0301967611711
"377",7.13698547803333
"378",6.25551086229597
"379",8.68523796265754
"380",9.1835176395573
"381",7.97215733573455
"382",12.5350858308536
"383",8.24343897899957
"384",9.62324917812763
"385",12.4477531503095
"386",9.97888394800216
"387",8.51820621084181
"388",6.80609269268783
"389",7.51928872284758
"390",7.3020208228131
"391",10.065106784076
"392",8.52678656860844
"393",11.1443988547549
"394",8.101691107658
"395",10.8765660246385
"396",10.8654150700518
"397",11.4355540792007
"398",7.6566024933752
"399",10.1682687635959
"400",9.52499677644775
"401",7.95102835109208
"402",11.4746510200534
"403",11.359029376222
"404",11.0582888995416
"405",14.7571031936628
"406",8.03499858064608
"407",12.1378544402368
"408",10.6096538947851
"409",11.2864045007736
"410",11.7329325168105
"411",10.7373398613922
"412",9.82478348439305
"413",9.90469147234782
"414",7.52078155344349
"415",10.6541216025508
"416",15.6078623015587
"417",8.80263488466073
"418",11.7727549369701
"419",10.2298935992379
"420",9.44069041651162
"421",14.3732230465621
"422",6.59223873818667
"423",8.18385100181644
"424",7.1707929452204
"425",8.69337128978576
"426",9.09418853800573
"427",10.3940072766608
"428",7.77995586522637
"429",10.4144584523955
"430",10.594100636054
"431",8.29435064190989
"432",8.69066713078128
"433",7.52029550399917
"434",10.5124909238617
"435",5.85751519100317
"436",10.6261186396842
"437",10.0812442930752
"438",11.0811900964018
"439",10.4119757590598
"440",11.5738531677417
"441",4.30793946696172
"442",8.41267363051203
"443",12.2130249434723
"444",12.347085108728
"445",8.63383652400821
"446",11.9119774255461
"447",9.31577462456353
"448",9.84192229122366
"449",9.0951209939885
"450",8.8565956311577
